City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Country,Date
0,atuona,-9.8,-139.0333,78.64,75,76,15.55,broken clouds,PF,2021-12-11 04:47:46
1,bairiki,1.3292,172.9752,87.8,62,40,12.66,scattered clouds,KI,2021-12-11 04:47:46
2,kochi,9.9399,76.2602,84.18,56,5,3.02,clear sky,IN,2021-12-11 04:47:46
3,bagdarin,54.4333,113.6,1.72,65,15,6.17,few clouds,RU,2021-12-11 04:47:47
4,roald,62.5833,6.1333,31.33,80,62,5.75,broken clouds,NO,2021-12-11 04:47:47
5,rikitea,-23.1203,-134.9692,76.06,69,77,17.07,broken clouds,PF,2021-12-11 04:47:47
6,cidreira,-30.1811,-50.2056,64.83,77,71,5.26,broken clouds,BR,2021-12-11 04:47:48
7,kautokeino,69.0125,23.0412,0.64,100,93,3.06,overcast clouds,NO,2021-12-11 04:47:48
8,arraial do cabo,-22.9661,-42.0278,71.82,85,97,6.69,overcast clouds,BR,2021-12-11 04:47:49
9,lebu,-37.6167,-73.65,55.38,91,92,4.07,overcast clouds,CL,2021-12-11 04:47:49
10,sambava,-14.2667,50.1667,76.53,73,100,7.14,overcast clouds,MG,2021-12-11 04:47:49
11,east london,-33.0153,27.9116,68.94,94,75,12.66,mist,ZA,2021-12-11 04:47:50
12,port elizabeth,-33.918,25.5701,71.1,94,20,10.36,few clouds,ZA,2021-12-11 04:47:50
13,buchanan,5.8808,-10.0467,78.3,84,44,5.32,light rain,LR,2021-12-11 04:47:51
14,port blair,11.6667,92.75,83.44,69,3,14.9,clear sky,IN,2021-12-11 04:47:51
15,rochegda,62.8,43.25,-0.6,98,70,4.05,broken clouds,RU,2021-12-11 04:47:51
16,sobolevo,54.4299,31.8996,33.22,92,100,17.45,light snow,RU,2021-12-11 04:47:52
17,biak,-0.9131,122.8766,83.32,74,89,2.26,overcast clouds,ID,2021-12-11 04:47:52
18,lukovetskiy,64.2956,41.9211,4.98,92,89,6.15,overcast clouds,RU,2021-12-11 04:47:52
19,jizan,17.3333,42.6667,72.54,29,1,3.29,clear sky,SA,2021-12-11 04:47:53
20,tuktoyaktuk,69.4541,-133.0374,-13.0,77,40,10.36,scattered clouds,CA,2021-12-11 04:47:53
21,punta arenas,-53.15,-70.9167,51.91,66,75,13.8,broken clouds,CL,2021-12-11 04:47:54
22,bluff,-46.6,168.3333,57.79,55,79,16.4,broken clouds,NZ,2021-12-11 04:47:54
23,kumluca,36.3703,30.2869,55.67,81,75,3.71,broken clouds,TR,2021-12-11 04:47:54
24,cairns,-16.9167,145.7667,102.94,66,96,8.05,overcast clouds,AU,2021-12-11 04:47:55
25,hermanus,-34.4187,19.2345,66.79,81,77,13.15,broken clouds,ZA,2021-12-11 04:47:55
26,det udom,14.906,105.0784,81.03,51,6,5.41,clear sky,TH,2021-12-11 04:47:55
27,malinyi,-8.9333,36.1333,76.78,72,7,2.06,clear sky,TZ,2021-12-11 04:47:56
28,mahebourg,-20.4081,57.7,82.69,65,40,13.8,scattered clouds,MU,2021-12-11 04:47:56
29,tilichiki,60.4667,166.1,-14.04,89,14,8.59,few clouds,RU,2021-12-11 04:47:56
30,kenai,60.5544,-151.2583,24.03,89,90,4.61,light snow,US,2021-12-11 04:47:57
31,jamestown,42.097,-79.2353,47.84,79,90,4.0,overcast clouds,US,2021-12-11 04:47:57
32,barguzin,53.6167,109.6167,7.93,78,48,9.01,scattered clouds,RU,2021-12-11 04:47:58
33,kavieng,-2.5744,150.7967,80.15,82,100,16.78,overcast clouds,PG,2021-12-11 04:47:58
34,saint george,37.1041,-113.5841,38.25,41,1,1.01,clear sky,US,2021-12-11 04:43:14
35,ushuaia,-54.8,-68.3,46.06,87,40,14.97,scattered clouds,AR,2021-12-11 04:45:58
36,dikson,73.5069,80.5464,-13.16,80,100,1.61,overcast clouds,RU,2021-12-11 04:48:00
37,airai,-8.9266,125.4092,72.14,73,45,2.15,scattered clouds,TL,2021-12-11 04:48:01
38,katsuura,35.1333,140.3,59.14,58,1,3.29,clear sky,JP,2021-12-11 04:48:01
39,dhidhdhoo,6.8833,73.1,81.66,73,0,4.94,clear sky,MV,2021-12-11 04:48:02
40,hobart,-42.8794,147.3294,63.01,54,75,1.01,broken clouds,AU,2021-12-11 04:48:02
41,busselton,-33.65,115.3333,71.04,46,70,15.21,broken clouds,AU,2021-12-11 04:48:02
42,hilo,19.7297,-155.09,73.13,38,1,0.0,clear sky,US,2021-12-11 04:45:51
43,caravelas,-17.7125,-39.2481,73.27,89,100,5.88,overcast clouds,BR,2021-12-11 04:48:03
44,ostrovnoy,68.0531,39.5131,23.65,77,100,29.84,overcast clouds,RU,2021-12-11 04:48:04
45,talnakh,69.4865,88.3972,-11.79,97,100,5.7,overcast clouds,RU,2021-12-11 04:48:04
46,gaborone,-24.6545,25.9086,69.71,78,0,6.91,clear sky,BW,2021-12-11 04:49:05
47,lata,40.1629,-8.3327,52.81,97,46,3.09,scattered clouds,PT,2021-12-11 04:49:05
48,solaro,44.8799,9.1732,39.63,91,83,3.2,broken clouds,IT,2021-12-11 04:49:05
49,kati,12.7441,-8.0726,60.21,17,42,3.76,scattered clouds,ML,2021-12-11 04:49:06
50,portland,45.5234,-122.6762,48.63,79,90,4.0,overcast clouds,US,2021-12-11 04:44:49
51,vila velha,-20.3297,-40.2925,73.35,94,20,5.99,few clouds,BR,2021-12-11 04:49:06
52,new norfolk,-42.7826,147.0587,62.65,43,72,1.99,broken clouds,AU,2021-12-11 04:49:07
53,khatanga,71.9667,102.5,-47.87,100,68,2.82,broken clouds,RU,2021-12-11 04:49:07
54,bethel,41.3712,-73.414,42.49,85,75,0.0,broken clouds,US,2021-12-11 04:49:07
55,hualmay,-11.0964,-77.6139,66.25,90,87,8.05,overcast clouds,PE,2021-12-11 04:49:08
56,leku,6.8667,38.45,60.15,32,37,5.12,scattered clouds,ET,2021-12-11 04:49:08
57,vardo,70.3705,31.1107,25.63,82,100,26.64,overcast clouds,NO,2021-12-11 04:49:08
58,quatre cocos,-20.2078,57.7625,82.51,64,20,12.39,few clouds,MU,2021-12-11 04:49:09
59,auki,-8.7676,160.7034,81.61,87,98,10.02,moderate rain,SB,2021-12-11 04:49:09
60,sabha,27.0377,14.4283,46.83,52,59,4.52,broken clouds,LY,2021-12-11 04:49:10
61,forestville,38.8451,-76.875,49.51,88,90,3.44,light rain,US,2021-12-11 04:49:10
62,chokurdakh,70.6333,147.9167,-48.19,100,73,3.29,broken clouds,RU,2021-12-11 04:49:10
63,nikolskoye,59.7035,30.7861,19.4,80,97,10.96,overcast clouds,RU,2021-12-11 04:49:11
64,port hardy,50.6996,-127.4199,44.76,93,90,10.36,moderate rain,CA,2021-12-11 04:49:11
65,saldanha,-33.0117,17.9442,59.05,84,77,6.85,broken clouds,ZA,2021-12-11 04:49:11
66,mataura,-46.1927,168.8643,57.47,68,99,4.32,overcast clouds,NZ,2021-12-11 04:49:12
67,albany,42.6001,-73.9662,35.8,83,78,2.8,broken clouds,US,2021-12-11 04:49:12
68,san patricio,28.017,-97.5169,76.89,88,99,15.41,overcast clouds,US,2021-12-11 04:49:12
69,nishihara,26.1842,127.7558,76.28,50,40,12.66,scattered clouds,JP,2021-12-11 04:47:30
70,xichang,27.8964,102.2634,55.38,69,97,2.28,overcast clouds,CN,2021-12-11 04:49:13
71,guerrero negro,27.9769,-114.0611,58.96,68,23,11.54,few clouds,MX,2021-12-11 04:46:14
72,aquin,18.2833,-73.4,75.13,74,1,3.56,clear sky,HT,2021-12-11 04:49:13
73,cayenne,4.9333,-52.3333,78.1,88,75,8.01,broken clouds,GF,2021-12-11 04:49:14
74,ushibuka,32.1906,130.0228,61.09,70,73,4.34,broken clouds,JP,2021-12-11 04:49:14
75,knin,44.0439,16.2,43.79,83,100,9.24,overcast clouds,HR,2021-12-11 04:49:15
76,tasiilaq,65.6145,-37.6368,37.56,70,100,28.12,overcast clouds,GL,2021-12-11 04:49:15
77,qaanaaq,77.484,-69.3632,-3.69,73,76,6.69,broken clouds,GL,2021-12-11 04:49:16
78,kapaa,22.0752,-159.319,76.12,77,40,3.0,scattered clouds,US,2021-12-11 04:49:16
79,vaini,-21.2,-175.2,82.56,83,20,10.36,few clouds,TO,2021-12-11 04:49:16
80,port alfred,-33.5906,26.891,71.62,87,5,13.6,clear sky,ZA,2021-12-11 04:49:17
81,yakeshi,49.2833,120.7333,6.28,88,99,10.16,overcast clouds,CN,2021-12-11 04:49:17
82,nekrasovskoye,57.6766,40.3657,-5.91,77,0,4.47,clear sky,RU,2021-12-11 04:49:17
83,barra patuca,15.8,-84.2833,76.37,83,85,6.08,overcast clouds,HN,2021-12-11 04:49:18
84,ushtobe,45.2514,77.9838,34.16,32,0,6.62,clear sky,KZ,2021-12-11 04:49:18
85,tall kayf,37.0833,41.0667,46.74,62,3,4.18,clear sky,TR,2021-12-11 04:49:18
86,roebourne,-20.7833,117.1333,101.59,30,9,13.22,clear sky,AU,2021-12-11 04:49:19
87,banda aceh,5.5577,95.3222,84.96,70,86,14.09,light rain,ID,2021-12-11 04:45:20
88,namibe,-15.1961,12.1522,70.41,75,19,4.34,few clouds,AO,2021-12-11 04:49:19
89,codrington,-38.2667,141.9667,64.58,56,0,13.89,clear sky,AU,2021-12-11 04:49:20
90,tuatapere,-46.1333,167.6833,57.81,59,98,10.47,overcast clouds,NZ,2021-12-11 04:49:20
91,foz,43.5692,-7.2544,56.93,89,100,7.49,overcast clouds,ES,2021-12-11 04:50:20
92,bandarbeyla,9.4942,50.8122,78.06,73,8,15.01,clear sky,SO,2021-12-11 04:50:21
93,ardmore,34.1743,-97.1436,73.2,44,40,11.99,scattered clouds,US,2021-12-11 04:50:21
94,griffith,41.5284,-87.4237,60.1,93,90,3.0,overcast clouds,US,2021-12-11 04:50:21
95,necochea,-38.5473,-58.7368,61.03,89,100,10.11,overcast clouds,AR,2021-12-11 04:50:22
96,florianopolis,-27.6146,-48.5012,65.43,77,75,2.3,broken clouds,BR,2021-12-11 04:50:22
97,cape town,-33.9258,18.4232,62.1,88,20,1.01,few clouds,ZA,2021-12-11 04:50:01
98,butaritari,3.0707,172.7902,82.6,77,22,14.07,light rain,KI,2021-12-11 04:50:23
99,launceston,-41.45,147.1667,68.14,48,75,8.99,broken clouds,AU,2021-12-11 04:50:23
100,aljezur,37.3191,-8.8033,56.17,93,58,11.63,broken clouds,PT,2021-12-11 04:50:23
101,araouane,18.9048,-3.5265,65.21,13,100,10.67,overcast clouds,ML,2021-12-11 04:50:24
102,nanortalik,60.1432,-45.2371,27.19,77,100,10.98,overcast clouds,GL,2021-12-11 04:50:24
103,asau,46.4333,26.4,39.76,85,83,4.74,broken clouds,RO,2021-12-11 04:50:24
104,escanaba,45.7453,-87.0646,32.43,99,90,11.5,snow,US,2021-12-11 04:50:25
105,bonthe,7.5264,-12.505,77.36,86,31,3.29,light rain,SL,2021-12-11 04:50:25
106,zachary,30.6485,-91.1565,75.72,86,75,11.5,broken clouds,US,2021-12-11 04:50:25
107,namatanai,-3.6667,152.4333,84.78,73,83,12.71,light rain,PG,2021-12-11 04:50:26
108,bredasdorp,-34.5322,20.0403,66.27,78,62,9.17,broken clouds,ZA,2021-12-11 04:50:26
109,lorengau,-2.0226,147.2712,82.67,80,100,15.05,moderate rain,PG,2021-12-11 04:50:26
110,san juan,-31.5375,-68.5364,72.91,57,33,5.48,scattered clouds,AR,2021-12-11 04:50:27
111,barrow,71.2906,-156.7887,-7.58,84,40,0.0,scattered clouds,US,2021-12-11 04:50:27
112,luderitz,-26.6481,15.1594,61.95,78,0,8.46,clear sky,NA,2021-12-11 04:50:28
113,aberdeen,57.1437,-2.0981,32.83,93,20,2.3,few clouds,GB,2021-12-11 04:50:28
114,espirito santo do pinhal,-22.1158,-46.6828,61.09,55,63,5.19,broken clouds,BR,2021-12-11 04:50:28
115,brigantine,39.4101,-74.3646,49.03,93,90,0.0,mist,US,2021-12-11 04:50:29
116,saskylakh,71.9167,114.0833,-19.53,98,100,9.08,overcast clouds,RU,2021-12-11 04:50:29
117,castro,-24.7911,-50.0119,56.97,71,54,3.13,broken clouds,BR,2021-12-11 04:50:29
118,izazi,-7.2,35.7333,77.7,54,45,3.02,scattered clouds,TZ,2021-12-11 04:50:30
119,crestview,30.7621,-86.5705,73.76,81,90,7.0,overcast clouds,US,2021-12-11 04:48:56
120,taft,31.7471,54.2088,40.95,49,20,2.3,few clouds,IR,2021-12-11 04:50:30
121,faanui,-16.4833,-151.75,80.37,76,24,11.74,light rain,PF,2021-12-11 04:50:31
122,bengkulu,-3.8004,102.2655,81.55,74,100,4.27,overcast clouds,ID,2021-12-11 04:49:16
123,beaupre,47.0443,-70.8953,26.98,93,100,2.3,overcast clouds,CA,2021-12-11 04:50:31
124,suluq,31.6682,20.2521,54.95,70,1,9.69,clear sky,LY,2021-12-11 04:50:31
125,arlit,18.7369,7.3853,63.46,14,100,6.62,overcast clouds,NE,2021-12-11 04:50:32
126,longyearbyen,78.2186,15.6401,27.21,93,77,11.56,light snow,SJ,2021-12-11 04:50:32
127,liverpool,53.4106,-2.9779,43.83,90,79,3.44,broken clouds,GB,2021-12-11 04:50:33
128,okha,53.5739,142.9478,26.98,97,100,2.3,light snow,RU,2021-12-11 04:50:33
129,salalah,17.0151,54.0924,77.72,49,0,12.3,clear sky,OM,2021-12-11 04:50:33
130,rupert,42.6191,-113.6772,28.35,64,90,6.91,overcast clouds,US,2021-12-11 04:50:34
131,tura,25.5198,90.2201,74.1,35,0,4.21,clear sky,IN,2021-12-11 04:50:34
132,nome,64.5011,-165.4064,-5.73,77,20,20.71,few clouds,US,2021-12-11 04:50:34
133,lazaro cardenas,17.9583,-102.2,75.13,86,9,3.6,clear sky,MX,2021-12-11 04:49:36
134,geraldton,-28.7667,114.6,76.12,50,40,18.41,scattered clouds,AU,2021-12-11 04:50:35
135,avarua,-21.2078,-159.775,78.85,78,20,2.3,light rain,CK,2021-12-11 04:50:35
136,chatham,51.3789,0.5279,39.07,89,9,1.99,clear sky,GB,2021-12-11 04:45:55
137,khandagayty,50.7333,92.05,6.69,88,28,0.47,scattered clouds,RU,2021-12-11 04:50:36
138,georgetown,5.4112,100.3354,87.73,62,20,10.0,few clouds,MY,2021-12-11 04:50:24
139,blagoyevo,63.3667,47.9167,1.89,97,61,4.68,broken clouds,RU,2021-12-11 04:51:36
140,krasnoselkup,65.7,82.4667,6.73,95,100,15.35,light snow,RU,2021-12-11 04:51:37
141,salinas,36.6777,-121.6555,49.39,78,1,3.44,clear sky,US,2021-12-11 04:51:37
142,buin,-33.7333,-70.75,65.73,87,0,2.95,clear sky,CL,2021-12-11 04:51:38
143,dinklage,52.65,8.1167,33.49,92,15,1.01,few clouds,DE,2021-12-11 04:51:38
144,hervey bay,-25.2986,152.8535,89.04,50,28,13.94,scattered clouds,AU,2021-12-11 04:51:39
145,birjand,32.8663,59.2211,34.27,32,0,4.61,clear sky,IR,2021-12-11 04:51:39
146,arman,59.7,150.1667,-0.02,92,28,7.09,scattered clouds,RU,2021-12-11 04:51:39
147,fortuna,40.5982,-124.1573,43.93,76,1,1.99,clear sky,US,2021-12-11 04:51:40
148,oussouye,12.485,-16.5469,71.89,79,89,6.2,overcast clouds,SN,2021-12-11 04:51:40
149,kambam,5.2505,96.8629,82.27,76,81,8.97,broken clouds,ID,2021-12-11 04:51:40
150,kodiak,57.79,-152.4072,26.11,50,75,25.32,broken clouds,US,2021-12-11 04:51:41
151,aykhal,66.0,111.5,-31.59,100,99,6.29,overcast clouds,RU,2021-12-11 04:51:41
152,port-cartier,50.0334,-66.8654,20.75,94,95,5.91,overcast clouds,CA,2021-12-11 04:51:42
153,saraland,30.8207,-88.0706,74.41,92,68,8.7,broken clouds,US,2021-12-11 04:51:42
154,mayo,38.8876,-76.5119,50.41,89,90,1.99,overcast clouds,US,2021-12-11 04:51:42
155,beringovskiy,63.05,179.3167,-17.63,94,63,5.95,broken clouds,RU,2021-12-11 04:51:43
156,hami,42.8,93.45,27.0,45,0,5.66,clear sky,CN,2021-12-11 04:51:43
157,hasaki,35.7333,140.8333,59.4,41,0,5.21,clear sky,JP,2021-12-11 04:51:43
158,yagodnoye,62.55,149.6667,-33.07,94,42,3.11,scattered clouds,RU,2021-12-11 04:51:44
159,tessalit,20.1986,1.0114,64.69,11,100,8.19,overcast clouds,ML,2021-12-11 04:51:45
160,voh,-20.9667,164.7,86.34,62,92,4.14,light rain,NC,2021-12-11 04:51:45
161,sao filipe,14.8961,-24.4956,73.42,71,91,10.71,overcast clouds,CV,2021-12-11 04:51:45
162,kahului,20.8947,-156.47,75.22,75,1,13.8,clear sky,US,2021-12-11 04:51:46
163,karla,59.3723,24.9275,30.16,88,90,11.5,light snow,EE,2021-12-11 04:51:46
164,san quintin,30.4833,-115.95,56.5,70,37,5.21,scattered clouds,MX,2021-12-11 04:51:46
165,vostok,46.4856,135.8833,25.81,87,98,5.28,overcast clouds,RU,2021-12-11 04:51:47
166,yellowknife,62.456,-114.3525,-9.58,87,75,11.5,light snow,CA,2021-12-11 04:51:47
167,hammerfest,70.6634,23.6821,32.45,80,90,11.5,overcast clouds,NO,2021-12-11 04:51:48
168,paamiut,61.994,-49.6678,16.3,86,100,6.2,overcast clouds,GL,2021-12-11 04:51:48
169,kattivakkam,13.2167,80.3167,86.07,80,9,15.35,clear sky,IN,2021-12-11 04:51:48
170,emerald,-23.5333,148.1667,89.74,33,0,8.05,clear sky,AU,2021-12-11 04:51:49
171,victoria,22.2855,114.1577,78.76,68,30,1.01,scattered clouds,HK,2021-12-11 04:49:28
172,sao jose da coroa grande,-8.8978,-35.1478,78.33,80,26,10.89,scattered clouds,BR,2021-12-11 04:51:49
173,ternate,0.8,127.4,84.65,74,96,8.84,overcast clouds,ID,2021-12-11 04:51:50
174,canterbury,51.279,1.0799,39.09,92,4,1.01,clear sky,GB,2021-12-11 04:51:50
175,bambous virieux,-20.3428,57.7575,82.65,65,40,13.8,scattered clouds,MU,2021-12-11 04:51:51
176,qujing,25.4833,103.7833,57.33,75,99,10.36,overcast clouds,CN,2021-12-11 04:51:51
177,rindal,63.0565,9.2124,20.44,82,93,6.08,overcast clouds,NO,2021-12-11 04:51:51
178,carutapera,-1.195,-46.02,77.52,89,77,6.04,broken clouds,BR,2021-12-11 04:51:52
179,chapais,49.7834,-74.8492,15.58,100,93,2.35,overcast clouds,CA,2021-12-11 04:51:52
180,palora,-1.7,-77.9333,65.64,98,47,2.57,scattered clouds,EC,2021-12-11 04:51:53
181,kabanjahe,3.1001,98.4908,72.36,62,92,3.69,overcast clouds,ID,2021-12-11 04:47:04
182,ponta do sol,32.6667,-17.1,65.03,66,30,8.28,scattered clouds,PT,2021-12-11 04:51:53
183,vestmannaeyjar,63.4427,-20.2734,40.19,95,100,50.62,moderate rain,IS,2021-12-11 04:51:53
184,puerto ayora,-0.7393,-90.3518,68.47,93,74,9.78,broken clouds,EC,2021-12-11 04:51:54
185,chifeng,42.2683,118.9636,36.43,24,37,17.05,scattered clouds,CN,2021-12-11 04:52:54
186,samarai,-10.6167,150.6667,85.68,72,88,20.42,light rain,PG,2021-12-11 04:52:55
187,yumen,40.2833,97.2,28.04,48,4,14.72,clear sky,CN,2021-12-11 04:52:55
188,general roca,-39.0333,-67.5833,77.4,49,46,17.81,scattered clouds,AR,2021-12-11 04:52:55
189,lagoa,39.05,-27.9833,63.07,78,0,10.96,clear sky,PT,2021-12-11 04:52:56
190,cherskiy,68.75,161.3,-35.39,99,97,3.8,overcast clouds,RU,2021-12-11 04:52:56
191,tommot,58.9564,126.2925,0.99,90,100,0.43,overcast clouds,RU,2021-12-11 04:52:57
192,san cristobal,7.7669,-72.225,66.38,95,100,2.51,overcast clouds,VE,2021-12-11 04:52:57
193,kijang,35.2442,129.2139,56.93,49,92,3.36,overcast clouds,KR,2021-12-11 04:52:57
194,morant bay,17.8815,-76.4093,80.22,80,17,11.88,few clouds,JM,2021-12-11 04:52:58
195,havelock,34.8791,-76.9013,67.95,91,90,1.99,overcast clouds,US,2021-12-11 04:52:58
196,saint-philippe,-21.3585,55.7679,83.75,72,53,6.6,broken clouds,RE,2021-12-11 04:52:58
197,berlevag,70.8578,29.0864,21.88,87,96,12.84,overcast clouds,NO,2021-12-11 04:52:59
198,norman wells,65.282,-126.8329,-5.76,77,90,5.75,light snow,CA,2021-12-11 04:52:59
199,mendi,-6.1761,143.6513,62.83,92,96,2.93,overcast clouds,PG,2021-12-11 04:53:00
200,kruisfontein,-34.0033,24.7314,68.88,84,73,11.14,broken clouds,ZA,2021-12-11 04:53:00
201,comodoro rivadavia,-45.8667,-67.5,57.06,88,75,8.05,broken clouds,AR,2021-12-11 04:50:57
202,sola,-13.8833,167.55,83.5,73,78,8.39,broken clouds,VU,2021-12-11 04:53:00
203,sasykoli,47.5515,46.9968,29.59,88,38,8.14,scattered clouds,RU,2021-12-11 04:53:01
204,sawtell,-30.3833,153.1,77.32,68,90,12.66,overcast clouds,AU,2021-12-11 04:53:01
205,kappeln,54.6612,9.9313,35.98,83,93,9.06,overcast clouds,DE,2021-12-11 04:53:02
206,svetlogorsk,52.6333,29.7333,41.54,94,100,17.96,overcast clouds,BY,2021-12-11 04:53:02
207,kortkeros,61.8106,51.5806,-3.82,99,74,5.06,broken clouds,RU,2021-12-11 04:53:02
208,ilulissat,69.2167,-51.1,17.2,75,100,7.05,overcast clouds,GL,2021-12-11 04:53:03
209,monrovia,6.3005,-10.7969,79.02,80,52,5.95,light rain,LR,2021-12-11 04:53:03
210,yamada,39.4667,141.95,52.36,54,18,1.14,few clouds,JP,2021-12-11 04:53:04
211,provideniya,64.3833,-173.3,-7.35,87,66,9.84,broken clouds,RU,2021-12-11 04:53:04
212,rawson,-43.3002,-65.1023,66.2,71,65,20.76,broken clouds,AR,2021-12-11 04:53:04
213,yulara,-25.2406,130.9889,94.84,14,0,6.91,clear sky,AU,2021-12-11 04:53:05
214,adrar,20.5022,-10.0711,64.51,13,99,10.49,overcast clouds,MR,2021-12-11 04:53:05
215,xucheng,20.35,110.1288,70.5,73,69,17.69,broken clouds,CN,2021-12-11 04:53:05
216,fairbanks,64.8378,-147.7164,9.3,84,90,4.61,mist,US,2021-12-11 04:49:25
217,plettenberg bay,-34.0527,23.3716,68.14,84,45,7.02,scattered clouds,ZA,2021-12-11 04:53:06
218,kaitangata,-46.2817,169.8464,55.92,58,100,11.65,overcast clouds,NZ,2021-12-11 04:53:06
219,aswan,24.0934,32.907,66.24,57,100,8.46,overcast clouds,EG,2021-12-11 04:53:07
220,ambon,-3.6954,128.1814,93.34,55,40,8.05,scattered clouds,ID,2021-12-11 04:53:07
221,armizonskoye,55.9461,67.6736,12.4,89,100,8.23,overcast clouds,RU,2021-12-11 04:53:07
222,dowa,-13.654,33.9375,70.07,51,30,9.37,scattered clouds,MW,2021-12-11 04:53:08
223,lahij,13.1667,44.5833,72.48,39,0,5.35,clear sky,YE,2021-12-11 04:53:08
224,zhanaozen,43.3,52.8,37.49,89,61,8.68,broken clouds,KZ,2021-12-11 04:53:08
225,marshall,34.3834,-86.3333,72.95,79,90,5.01,overcast clouds,US,2021-12-11 04:50:13
226,kaeo,-35.1,173.7833,73.33,86,89,8.61,overcast clouds,NZ,2021-12-11 04:53:09
227,foam lake,51.65,-103.5343,17.62,83,54,10.71,broken clouds,CA,2021-12-11 04:53:09
228,kangaatsiaq,68.3065,-53.4641,19.63,60,100,8.34,overcast clouds,GL,2021-12-11 04:53:10
229,hamilton,39.1834,-84.5333,62.89,96,90,4.0,overcast clouds,US,2021-12-11 04:50:36
230,shimoda,34.6667,138.95,59.36,66,44,2.66,scattered clouds,JP,2021-12-11 04:54:10
231,bonavista,48.6499,-53.1147,20.12,74,84,12.93,broken clouds,CA,2021-12-11 04:50:58
232,bangassou,4.7413,22.8184,68.92,57,81,2.17,broken clouds,CF,2021-12-11 04:54:11
233,ovsyanka,55.9575,92.5519,18.57,84,100,7.63,overcast clouds,RU,2021-12-11 04:54:11
234,tunapuna,10.6333,-61.3833,77.11,90,40,0.0,scattered clouds,TT,2021-12-11 04:54:11
235,souillac,-20.5167,57.5167,82.78,65,40,13.8,scattered clouds,MU,2021-12-11 04:54:12
236,yar-sale,66.8333,70.8333,5.94,93,100,19.08,overcast clouds,RU,2021-12-11 04:54:12
237,mar del plata,-38.0023,-57.5575,65.88,90,0,23.0,clear sky,AR,2021-12-11 04:54:13
238,haukipudas,65.1765,25.3523,26.65,94,100,10.6,light snow,FI,2021-12-11 04:54:13
239,sarangani,5.4033,125.4636,83.61,76,90,14.43,overcast clouds,PH,2021-12-11 04:54:13
240,mega,4.05,38.3,61.74,24,76,15.39,broken clouds,ET,2021-12-11 04:54:14
241,klaksvik,62.2266,-6.589,43.72,81,45,15.43,scattered clouds,FO,2021-12-11 04:54:14
242,mezen,65.8522,44.24,14.94,83,100,9.6,overcast clouds,RU,2021-12-11 04:54:15
243,vanavara,60.34,102.2797,-13.09,97,84,3.13,broken clouds,RU,2021-12-11 04:54:15
244,evensk,61.95,159.2333,-20.56,79,8,6.04,clear sky,RU,2021-12-11 04:54:15
245,batemans bay,-35.7167,150.1833,69.19,72,70,15.1,broken clouds,AU,2021-12-11 04:54:16
246,kiunga,-6.1219,141.2906,83.84,87,88,3.36,overcast clouds,PG,2021-12-11 04:54:16
247,luis correia,-2.8792,-41.6669,79.92,81,11,13.09,few clouds,BR,2021-12-11 04:54:17
248,vao,-22.6667,167.4833,78.67,85,73,13.09,broken clouds,NC,2021-12-11 04:54:17
249,sioux lookout,50.1001,-91.917,16.18,92,75,3.44,broken clouds,CA,2021-12-11 04:53:01
250,seoul,37.5683,126.9778,50.41,76,100,4.61,mist,KR,2021-12-11 04:50:42
251,sinop,41.7711,34.8709,46.67,65,54,9.89,broken clouds,TR,2021-12-11 04:54:18
252,nouadhibou,20.931,-17.0347,60.78,59,40,13.8,scattered clouds,MR,2021-12-11 04:54:18
253,strezhevoy,60.7333,77.5889,13.98,87,99,15.26,overcast clouds,RU,2021-12-11 04:54:19
254,broken hill,-31.95,141.4333,78.51,21,0,10.36,clear sky,AU,2021-12-11 04:54:19
255,bria,6.5423,21.9863,68.16,40,47,2.89,scattered clouds,CF,2021-12-11 04:54:19
256,kurilsk,45.2333,147.8833,37.36,69,100,2.37,overcast clouds,RU,2021-12-11 04:54:20
257,zonguldak,41.25,31.8333,44.58,81,97,5.73,overcast clouds,TR,2021-12-11 04:54:20
258,aktau,43.65,51.2,39.78,79,23,11.61,few clouds,KZ,2021-12-11 04:54:20
259,urumqi,43.801,87.6005,7.75,85,75,6.71,light snow,CN,2021-12-11 04:54:21
260,porto de moz,-1.7483,-52.2383,75.47,91,68,3.87,broken clouds,BR,2021-12-11 04:54:21
261,tiksi,71.6872,128.8694,-5.51,92,100,7.49,overcast clouds,RU,2021-12-11 04:54:21
262,maroantsetra,-15.4333,49.7333,77.04,71,74,1.57,broken clouds,MG,2021-12-11 04:54:22
263,xuanzhou,30.9525,118.7553,61.68,51,8,4.97,clear sky,CN,2021-12-11 04:54:22
264,wukari,7.85,9.7833,69.04,29,61,2.28,broken clouds,NG,2021-12-11 04:54:23
265,ca mau,9.1769,105.15,87.51,52,88,3.15,overcast clouds,VN,2021-12-11 04:54:23
266,calvinia,-31.4707,19.776,59.32,54,0,4.18,clear sky,ZA,2021-12-11 04:54:23
267,bereda,43.2686,-7.5406,52.41,100,100,2.77,overcast clouds,ES,2021-12-11 04:54:24
268,la plata,-34.9215,-57.9545,72.0,77,71,5.61,broken clouds,AR,2021-12-11 04:49:45
269,verkhoyansk,67.5447,133.385,-30.71,95,99,1.34,overcast clouds,RU,2021-12-11 04:54:24
